StatusActive,lastAccidentDate,id,emailAreaMgr,beginDate,site,name,endDate,emailPlantMgr,startDate,bu,type
Active,,C364,aunghkarn.prasith@siamcitycement.com,Thu Jan 01 00:00:00 GMT+07:00 2015,WestRegion,หน่วยผลิต พุทธมณฑล,Tue Dec 31 00:00:00 GMT+07:00 2024,thanapoom.jongjaroen@siamcitycement.com,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C393,aunghkarn.prasith@siamcitycement.com,Thu Jan 01 00:00:00 GMT+07:00 2015,WestRegion,หน่วยผลิต พิกุลทอง,Tue Dec 31 00:00:00 GMT+07:00 2024,thanapoom.jongjaroen@siamcitycement.com,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C394,aunghkarn.prasith@siamcitycement.com,Thu Jan 01 00:00:00 GMT+07:00 2015,WestRegion,หน่วยผลิต หนองโพ,Tue Dec 31 00:00:00 GMT+07:00 2024,thanapoom.jongjaroen@siamcitycement.com,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C414,aunghkarn.prasith@siamcitycement.com,Thu Jan 01 00:00:00 GMT+07:00 2015,WestRegion,หน่วยผลิต นครชัยศรี,Tue Dec 31 00:00:00 GMT+07:00 2024,thanapoom.jongjaroen@siamcitycement.com,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C439,aunghkarn.prasith@siamcitycement.com,Fri Sep 04 00:00:00 GMT+07:00 2015,WestRegion,หน่วยผลิต กระทุ่มแบน,Wed Sep 03 00:00:00 GMT+07:00 2025,thanapoom.jongjaroen@siamcitycement.com,Fri Sep 04 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C475,aunghkarn.prasith@siamcitycement.com,Wed May 01 00:00:00 GMT+07:00 2019,WestRegion,หน่วยผลิต นาดี,Wed Apr 30 00:00:00 GMT+07:00 2025,thanapoom.jongjaroen@siamcitycement.com,Wed May 01 00:00:00 GMT+07:00 2019,th,rmxplant
Active,,C486,aunghkarn.prasith@siamcitycement.com,Thu Aug 19 00:00:00 GMT+07:00 2021,WestRegion,หน่วยผลิต ท่าจีน,Mon Aug 18 00:00:00 GMT+07:00 2025,thanapoom.jongjaroen@siamcitycement.com,Thu Aug 19 00:00:00 GMT+07:00 2021,th,rmxplant
Active,,C491,aunghkarn.prasith@siamcitycement.com,Mon Apr 01 00:00:00 GMT+07:00 2024,WestRegion,หน่วยผลิต ท่าจีน 2,Mon Mar 31 00:00:00 GMT+07:00 2025,thanapoom.jongjaroen@siamcitycement.com,Mon Apr 01 00:00:00 GMT+07:00 2024,th,rmxplant
Active,,C493,kanchit.chincharoentham@siamcitycement.com,Mon Apr 01 00:00:00 GMT+07:00 2024,EBKK,หน่วยผลิต ไอทีดี สุวรรณภูมิ 1-2,Mon Mar 31 00:00:00 GMT+07:00 2025,AMORNMIT.KAEWSRI@SIAMCITYCEMENT.COM,Mon Apr 01 00:00:00 GMT+07:00 2024,th,rmxplant
Active,,C494,kanchit.chincharoentham@siamcitycement.com,Mon Apr 01 00:00:00 GMT+07:00 2024,EBKK,หน่วยผลิต ไอทีดี สุวรรณภูมิ 3-4,Mon Mar 31 00:00:00 GMT+07:00 2025,AMORNMIT.KAEWSRI@SIAMCITYCEMENT.COM,Mon Apr 01 00:00:00 GMT+07:00 2024,th,rmxplant
Active,,C495,uruwong.channarong@siamcitycement.com,Mon Sep 16 00:00:00 GMT+07:00 2024,ESB,หน่วยผลิต หนองละลอก,Mon Sep 15 00:00:00 GMT+07:00 2025,adisorn.aemjan@siamcitycement.com,Mon Sep 16 00:00:00 GMT+07:00 2024,th,rmxplant
Active,,C498,SONGKLOD.KOSIYAPANT@SIAMCITYCEMENT.COM,Thu Oct 24 00:00:00 GMT+07:00 2024,SouthRegion,หน่วยผลิต ถลาง 2,Thu Oct 23 00:00:00 GMT+07:00 2025,RITTIDECH.PHUEKDECH@SIAMCITYCEMENT.COM,Thu Oct 24 00:00:00 GMT+07:00 2024,th,rmxplant
Active,,C49ุ6,aunghkarn.prasith@siamcitycement.com,Fri Nov 01 00:00:00 GMT+07:00 2024,WestRegion,หน่วยผลิต อ้อมน้อย,Fri Oct 31 00:00:00 GMT+07:00 2025,thanapoom.jongjaroen@siamcitycement.com,Fri Nov 01 00:00:00 GMT+07:00 2024,th,rmxplant
Active,,C497,kanchit.chincharoentham@siamcitycement.com,Fri Nov 01 00:00:00 GMT+07:00 2024,EBKK,หน่วยผลิต บางปู 4 ,Fri Oct 31 00:00:00 GMT+07:00 2025,somsak.onthong@siamcitycement.com,Fri Nov 01 00:00:00 GMT+07:00 2024,th,rmxplant
Active,,C496,,Fri Nov 01 00:00:00 GMT+07:00 2024,WBKK,หน่วยผลติ อ้อมน้อย,Fri Oct 31 00:00:00 GMT+07:00 2025,,Fri Nov 01 00:00:00 GMT+07:00 2024,th,rmxplant
