driverName,details,area,id,holder,remark,yRegister,status,site,type,kind,email,bu,department,country
,HONDA,Plant 3,ขตน817สบ,นาย พิศุทธิ์ แก้วกั้ง,NF125MC0242951,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,ขตท292สบ,นาย สอาด บัวทอง,NF125MC0168014,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กข8013สบ,นาย ประภาส ราชพิบูลย์,MLHJA2114D5183168,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กข8011สบ,นาย สมเกียรติ พันธ์สุมา,MLHJA1422D5691332,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,ขตท298สบ,นาย ชวลิต โพธิ์ธรรม,NF125MC0168598,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กฆ914สบ,นาย ประสิทธิ์ ขำแก้ว,MLHJA2114E5239904,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,ขตท291สบ,นาย ชัยวัฒน์ เอี่ยมพิกุลทรัพย์,NF125MC0174474,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กข3138สบ,นาย ธีรภาพ โรจน์วัชราภิบาล,MLHJA2112D5191382,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กข3145สบ,นาย ไพฑูรย์ ทองคำ,MLHJA2118D5187000,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กง127สบ,นาย วรงค์ธร เจนวุฒาจุฬานนท์,MLHJA211XE5258697,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กข3142สบ,นาย จำปี สถิรวัฒนากร,MLHJA2116D5190672,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กฒ6558สบ,นาย ชุติพงศ์ กีรติบรรหาร,MLHJA1447J5294633,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กช3091สบ,นาย สมเกียรติ กุดแถลง,MLHJA1446H5879617,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กต9724สบ,นาย ประเสริฐ บุญมี,MLHJA1446K5697178,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กต9726สบ,นาย ศักดิ์ชัย ผอบนาค,MLHJA1448K5694427,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กข8009สบ,นาย สุรจิต ป้องกัน,MLHJA2115D5171448,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กค5815สบ,นาย อธิชาติ อุทศรี,MLHJA1449E5456610,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กฆ6336สบ,นาย สมชาย เสาะด้น,MLHJA2119E5251255,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,YAMAHA,Plant 3,1กฉ364สบ,นาย สันติภาพ ศักดิ์โศภากุล,MLESE571111023348,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,Asset No. 44000476,Workshop,44000476,ส่วนซ่อมเครื่องจักร 3(Raw mill),,,Active,plant3,motorbike,รถจักรยานสามล้อไฟฟ้า,,th,,thailand
,YAMAHA,Plant 3,1กก35สบ,นาย สมพล วรเมฆปัญญา,RLCUE052111047884,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กฆ910สบ,นาย ศิริราช ชิตประวัติ,MLHJA211EX5227871,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,ขตน815สบ,นาย โฉลก สวนสุข,NF125MC0241974,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,Duleve,Plant 3,PP3-VAC-05,รถเช่า - คุณพีระ,,,Active,plant3,motorbike,รถดูดฝุ่น,,th,,thailand
,Asset No. 44000476,Workshop,44000476,ส่วนซ่อมเครื่องจักร 3(Pool),,,Active,plant3,motorbike,รถจักรยานสามล้อไฟฟ้า,,th,,thailand
,HONDA,Plant 3,1กข3144สบ,นาย อดิเทพ ภาคย์สมพงษ์,MLHJA2119D5190682,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กฆ6335สบ,นาย เทเวช ไชยคาน,MLHJA2113E5253888,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กข3143สบ,นาย สังวาลย์ กล้าแข็ง,MLHJA2119D5192173,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,1กค6105สบ,นาย นัฐพร แจ้งสว่าง,MLHJA1445E5560981,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
,HONDA,Plant 3,ขตท295สบ,นาย ปรีชา จำเนียรกิจ,NF110TN0036218,,Active,plant3,motorbike,รถมอเตอร์ไซต์,,th,,thailand
คุณพีระ,HELI,,PLANT3-FL-TL12,TL Spare ( น้ำมัน),,2025-07-01T17:00:00.000Z,Active,plant3,forklift,โฟล์คลิฟท์ น้ำมัน 7ตัน,,th,"Palnt 3, Packing & Loading",thailand
วันชัย คนึงชาติ,"3 เพลา 6 ล้อ ยาง 10 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-72-0537อย,,,2565-10-30T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
ศรราม   นาคหลวง,"3 เพลา 6 ล้อ ยาง 10 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-72-0538อย,,,2565-10-30T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
สุรเดช พุทธวงษ์,"3 เพลา 6 ล้อ ยาง 10 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-8068สบ,,,2553-04-27T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
นายประกอบ  เพื่อนพิมาย,"3 เพลา 6 ล้อ ยาง 10 เส้น, 344 แรงม้า",วิ่งงานดินแดง,QUARRY-71-7028สบ,,,2559-02-07T17:00:00.000Z,Active,quarry,truck,รถบรรทุก-รถร่วม,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
นายทวีศักดิ์ ปาทาพันธ์,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-25,,N071-3043,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
นายสุชาติ เอี่ยมศรี,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-34,,R071-3115,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
นายปฎิพัทธ์ ยาศรี,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-39,,R071-3120,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
นายบุญเที่ยง ขัดสี,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-24,,G071-0931,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
มงคล  ดวงสุดา,"3 เพลา 6 ล้อ ยาง 10 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-72-0540อย,,,2565-10-30T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
ชัชชัย  สิงห์หนองหว้า,"4 เพลา 8 ล้อ ยาง 12 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-4390อย,,,2553-04-07T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
นายสามารถ ยวงโพธิ์,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-26,,M071-3020,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
รังสรรค์  เมฆศรีสวรรค์,"3 เพลา 6 ล้อ ยาง 10 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-72-0535อย,,,2565-10-30T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
ทองสุข   พวงศิลป์,"3 เพลา 6 ล้อ ยาง 10 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-72-0536อย,,,2565-10-30T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
กานต์  กันเกิด,"4 เพลา 8 ล้อ ยาง 12 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-4395อย,,,2553-04-07T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
นายไพศาล แปลงกระโทก,"3 เพลา 6 ล้อ ยาง 10 เส้น, 380 แรงม้า",วิ่งงานดินแดง,QUARRY-71-9196สบ,,,2561-05-24T17:00:00.000Z,Active,quarry,truck,รถบรรทุก-รถร่วม,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
ฝ่ายเหมืองฯ,"แทรคเตอร์ (รถเกรด), 14M  6 สูบ / 259 แรงม้า",งานเกรดถนน ปรับพื้นที่เหมือง,QUARRY-ตค-1544สบ,,,n-a,Active,quarry,truck,รถบรรทุกบรษัท-จดทะเบียนขนส่ง,,th,แทรกเตอร์  (รถเกรด),thailand
ฝ่ายเหมืองฯ,"HINO, FM8JNLD บรรทุกของเหลว 6 สูบ 251 แรงม้า",รถบรรทุกน้ำ ราดถนนพื้นที่เหมือง,QUARRY-85-6718สบ,,,n-a,Active,quarry,truck,รถบรรทุกบรษัท-จดทะเบียนขนส่ง,,th,รถน้ำ (ยาง 10 เส้น),thailand
ฝ่ายเหมืองฯ,"HINO, FG8JPLA กระบะบรรทุก 6 สูบ 212 แรงม้า",กระบะบรรทุก 6 ล้อติดเครน,QUARRY-85-5380สบ,,,n-a,Active,quarry,truck,รถบรรทุกบรษัท-จดทะเบียนขนส่ง,,th,กระบะบรรทุก 6 ล้อติดเครน,thailand
นายฉัตยานนท์  ภักดี,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-27,,M071-3002,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
เดช  ประคองซื่อ,"4 เพลา 8 ล้อ ยาง 12 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-4892อย,,,2553-10-28T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
ไพทูล เหลาศรี,"3 เพลา 6 ล้อ ยาง 10 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-8071สบ,,,2553-04-27T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
นางสาวใฝรัก ค้อทอง,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-37,,R071-3118,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
นายกรวิชญ์ พิริยะแระเทืองกุล,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-38,,R071-3119,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
วิฑูรย์  ซุ่มกลาง,"4 เพลา 8 ล้อ ยาง 12 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-6818อย,,,2555-10-07T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
มนตรี  โพธิ์นอก,"4 เพลา 8 ล้อ ยาง 12 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-4891อย,,,2553-10-28T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
นายภาคินชัย  คัมภิรานนท์,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-23,,J070-0011,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
ทศพร  กันเกิด,"4 เพลา 8 ล้อ ยาง 12 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-4388อย,,,2553-04-07T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
ฝ่ายเหมืองฯ,"NISSAN,  - บรรทุกเฉพาะกิจ 6 สูบ 230 แรงม้า",รถระเบิด เปลี่ยนเป็น รถน้ำมัน,QUARRY-81-6907สบ,,,n-a,Active,quarry,truck,รถบรรทุกบรษัท-จดทะเบียนขนส่ง,,th,รถระเบิด เปลี่ยนเป็น รถน้ำมัน,thailand
นายวรายุทธ เจริญสุข,YATONG MT60,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-19,,G315-0493,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
นายมิตร สิงห์ทองราช,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-31,,J072-5021,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
นายกฤษดา เคลือบแสน,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-41,,R071-3124,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
รัฐเขต  ขันอาสา,"3 เพลา 6 ล้อ ยาง 10 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-8066สบ,,,2553-04-27T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
มานพ เพ็งเลา,"4 เพลา 8 ล้อ ยาง 12 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-4890อย,,,2553-10-28T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
ฝ่ายเหมืองฯ,"HINO, FM8JNLD บรรทุกของเหลว 6 สูบ 251 แรงม้า",/,QUARRY-85-6717สบ,,,n-a,Active,quarry,truck,รถบรรทุกบรษัท-จดทะเบียนขนส่ง,,th,รถน้ำ (ยาง 10 เส้น),thailand
ฝ่ายเหมืองฯ,"HINO, FM2PNPD บรรทุกของเหลว 6 สูบ 314 แรงม้า",รถน้ำมัน,QUARRY-83-8268สบ,,,n-a,Active,quarry,truck,รถบรรทุกบรษัท-จดทะเบียนขนส่ง,,th,รถน้ำมัน,thailand
นายคมศักดิ์  ป้องคำ,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-22,,J070-0013,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
ณัฐพล  ปาจันทร์,"3 เพลา 6 ล้อ ยาง 10 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-72-0539อย,,,2565-10-30T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
โสภา  ระมินโท,"4 เพลา 8 ล้อ ยาง 12 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-4394อย,,,2553-04-07T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
สมัย  เรืองงาม,"3 เพลา 6 ล้อ ยาง 10 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-8070สบ,,,2553-04-27T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
ฝ่ายเหมืองฯ,"ISUZU, NPR71PY52A บรรทุกวัตถุอันตราย 4 สูบ 130 แรงม้า",รถน้ำมันหล่อลื่น&จารบี,QUARRY-83-7896สบ,,,n-a,Active,quarry,truck,รถบรรทุกบรษัท-จดทะเบียนขนส่ง,,th,รถน้ำมัน,thailand
นางสาวสิริรัตน์ เลิศสง่า,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-21,,G071-0929,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
นายมนตรี ฆารสวิง,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-30,,J072-5020,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
ณัฐพร  พูนมี,"4 เพลา 8 ล้อ ยาง 12 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-6819อย,,,2555-10-07T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
นายปรมัตถ์  เตชาพิพัฒน์สกุล,"3 เพลา 6 ล้อ ยาง 10 เส้น, 380 แรงม้า",วิ่งงานดินแดง,QUARRY-71-9198สบ,,,2561-05-24T17:00:00.000Z,Active,quarry,truck,รถบรรทุก-รถร่วม,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
ฝ่ายเหมืองฯ,"ISUZU, NQR70LY52B กระบะบรรทุก 4 สูบ 107 แรงม้า",บรรทุก 6 ล้อ,QUARRY-83-9734สบ,,,n-a,Active,quarry,truck,รถบรรทุกบรษัท-จดทะเบียนขนส่ง,,th,บรรทุก 6 ล้อ,thailand
ฝ่ายเหมืองฯ,"HINO, FM2PNPD บรรทุกของเหลว 6 สูบ 314 แรงม้า",รถน้ำมัน,QUARRY-83-8267สบ,,,n-a,Active,quarry,truck,รถบรรทุกบรษัท-จดทะเบียนขนส่ง,,th,รถน้ำมัน,thailand
สแปร์,YATONG MT60,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-20,,G315-0496,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
นางสาวปรารถนา สวนจันทร์,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-35,,R071-3116,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
นายพิน นาหมื่นไวย์,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-28,,K072-5054,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
นางสาวธนาภรณ์ ออกสันเทียะ,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-36,,R071-3117,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
นายสราวุธ  ผดุงแดนไทย,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-40,,R071-3128,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
นายวัฒนา   สุทธิเรือง,VOLVO FM1264T32380DLS,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-T-01,,"ปท83-5374,ปท83-5609",n-a,Active,quarry,truck,รถเทรลเลอร์,,th,Quarry,thailand
นายปรัชญา  บรรจโรจน์,"3 เพลา 6 ล้อ ยาง 10 เส้น, 344 แรงม้า",วิ่งงานดินแดง,QUARRY-72-6350สบ,,,2565-06-15T17:00:00.000Z,Active,quarry,truck,รถบรรทุก-รถร่วม,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
ฝ่ายเหมืองฯ,"HINO, FG8JPLA กระบะบรรทุก 6 สูบ 212 แรงม้า",กระบะบรรทุก 6 ล้อติดเครน,QUARRY-85-5381สบ,,,n-a,Active,quarry,truck,รถบรรทุกบรษัท-จดทะเบียนขนส่ง,,th,กระบะบรรทุก 6 ล้อติดเครน,thailand
นายราเชน วงค์ษา,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-32,,N071-3044,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
ภูมิ  ก้อนเพชร,"4 เพลา 8 ล้อ ยาง 12 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-4389อย,,,2553-04-07T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
เวทชัยยัน ชูพินิจ,"3 เพลา 6 ล้อ ยาง 10 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-8067สบ,,,2553-04-27T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
ภูมิศิริ  จุปะมัตตัง,"4 เพลา 6 ล้อ ยาง 10 เส้น, 360 แรงม้า",วิ่งงานดินแดง,QUARRY-70-8069สบ,,,2553-04-27T17:00:00.000Z,Active,quarry,truck,รถบรรทุก,,th,"ฝ่ายเหมืองฯ, กลางดง",thailand
ฝ่ายเหมืองฯ,"ISUZU, FTR33M2 กระบะบรรทุก 6 สูบ 200 แรงม้า",6 ล้อติดเครน,QUARRY-83-7897สบ,,,n-a,Active,quarry,truck,รถบรรทุกบรษัท-จดทะเบียนขนส่ง,,th,6 ล้อติดเครน,thailand
นางสาวเสาวณีย์ กกกลาง,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-29,,K072-5039,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
นายพิเชษ  ปัญญา,LGMG MT50,เครื่องจักรพื้นที่เหมืองเชล,QUARRY-MT-33,,N071-3036,n-a,Active,quarry,truck,รถบรรทุก,,th,Quarry,thailand
นายบรรดาศักดิ์ จะเพียราช,-,,1ตณ-9255,,,,,support,frontend,Frontend,,th,INSEE B.Grimm Solar Project,thailand
นายวัชราวุฑ ยาต่อ,-,,ตค9375อต,,,,,support,frontend,Frontend,,th,รถประจำบริษัท,thailand
-,"รถแทรกเตอร์, กทม, สีส้ม , KUBOTA",,ITE-Backho-1ตน8199,,,,,support,frontend,Backho,,th,Solar Project,thailand
นายอาทิตย์ ราศา,ทะเบียนพ่วง:กท.64-4465,SRB,กท64-4453,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายอนุรักษ์ จนั ทร์พิทกั ษ์,ทะเบียนพ่วง:กท.64-4462,SRB,กท64-4451,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายธวชั ชยั ภูมิ่งแกว้,ทะเบียนพ่วง:กท.64-4469,SRB,กท64-4458,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายสมปอง ภูมิ่งแกว้,ทะเบียนพ่วง:กท.64-4504,SRB,กท64-4498,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายดอกรัก พิมพะ,ทะเบียนพ่วง:กท.64-4505,SRB,กท64-4500,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายสราวธุ สาแกว้,ทะเบียนพ่วง:กท.64-4503,SRB,กท64-4497,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายสุทธิศกั ด์ ิ ชูศรี,ทะเบียนพ่วง:กท.64-4461,SRB,กท64-4450,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายเสวียน สงั ภกั ดี,ทะเบียนพ่วง:กท.64-4463,SRB,กท64-4452,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายประดิษฐ จนั โทสี,ทะเบียนพ่วง:กท.64-4468,SRB,กท64-4457,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายอทิศกั ด์ ิ แกว้ สวา่ งโลก,ทะเบียนพ่วง:กท.64-4470,SRB,กท64-4460,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายเรื องเดช ฤทธิเดช,ทะเบียนพ่วง:กท.64-4466,SRB,กท64-4454,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายศุภสิทธ์ ิ ชูศรี,ทะเบียนพ่วง:กท.64-4471,SRB,กท64-4459,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายจกั รวาล ศกั ศรี พนั ธุ์,ทะเบียนพ่วง:กท.64-4502,SRB,กท64-4496,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายกฤษดาร์ แลกปั่น,ทะเบียนพ่วง:กท.64-4467,SRB,กท64-4456,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายวลั ยร์ ัชน์ ศรี รักษ์,ทะเบียนพ่วง:กท.64-4501,SRB,กท64-4495,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายพรชยั กล้าหาญ,,SRB,นภ70-1126,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถร่วม,thailand
นายธนศักดิ์ ป้องกนั,,SRB,ลพ83-0091,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถร่วม,thailand
นายทวีชยั สิทธิภา,,SRB,นม89-5954,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถร่วม,thailand
นายมนสั เดชสาโรง,,SRB,นม90-5765,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถร่วม,thailand
นายมอง แก่นเกล้ียง,,SRB,พช82-5660,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถร่วม,thailand
นายพรรษา ศรี กงพาน,,SRB,พช82-6570,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถร่วม,thailand
นายเชาว์ พระรามเงิน,,SRB,พช82-8378,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถร่วม,thailand
นายธรรศ โชคมหาชัย,,SRB,ลพ82-9993,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถร่วม,thailand
นายณรงค์ชัย บัวเดช,,SRB,นม90-7899,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
ผู้ขับขี่ที่ 1 นายประมวล เชิดมะเลิง ผู้ขับขี่ที่ 2 นายทศพล พลอยสุขสัย,,SRB,นม88-8855,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายปิยะพันธ์ ติงสะ,,SRB,อบ84-2519,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
ผู้ขับขี่ที่ 1 นายพาณิชย์ สิทธิภา ผู้ขับขี่ที่ 2 นายทวีชัย สิทธิภา,,SRB,สบ72-9482,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถประจำบริษัท,thailand
นายวุฒิพงศ์ วงศ์คำ,,SRB,สร81-6138,บริษัท พารุ่งโลจิสติกส์ จำกัด,,,,support,truck,Truck,,th,รถร่วม,thailand
