site,type,country,bu,id,kind,owner,place,location,regDate,status,email
office,extinguisher,thailand,th,OFFICE-WBKK-86,Dry Chemical,WBKK,Mixer,"WBKK, ปากเกร็ด",,Active,sccoplant.pakkret@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-WBKK-87,CO2,WBKK,Mobile Office,"WBKK, พระประแดง",,Active,SCCOPlant.Phrapradaeng@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-WBKK-88,Dry Chemical,WBKK,Mixer,"WBKK, พระประแดง",,Active,SCCOPlant.Phrapradaeng@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-WBKK-89,CO2,WBKK,Mobile Office,"WBKK, ราษฎร์บูรณะ2",,Active,sccoplant.ratburana2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-WBKK-90,Dry Chemical,WBKK,Mixer,"WBKK, ราษฎร์บูรณะ2",,Active,sccoplant.ratburana2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-WBKK-91,Dry Chemical,WBKK,Mixer,"WBKK, ราชพฤกษ์",,Active,SCCOPlant.Ratchapruek@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-WBKK-92,CO2,WBKK,Mobile Office,"WBKK, ราชพฤกษ์",,Active,SCCOPlant.Ratchapruek@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-95,CO2,ESB,Mobile office,"ESB, อมตะซิตี้1",,Active,sccoplant.amatacity@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-96,Dry Chemical,ESB,Mixer,"ESB, อมตะซิตี้1",,Active,sccoplant.amatacity@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-97,CO2,ESB,Mobile Office,"ESB, อมตะนคร1",,Active,SCCOPlant.AmataNakorn@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-98,Dry Chemical,ESB,Mixer,"ESB, อมตะนคร1",,Active,SCCOPlant.AmataNakorn@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-101,CO2,ESB,Mobile Office,"ESB, บ้านโพธิ์",,Active,SCCOPlant.Banpho@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-102,Dry Chemical,ESB,Mixer,"ESB, บ้านโพธิ์",,Active,SCCOPlant.Banpho@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-103,CO2,ESB,Mobile Office,"ESB, Eastern IE",,Inactive,sccoplant.easternie@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-104,Dry Chemical,ESB,Mixer,"ESB, Eastern IE",,Inactive,sccoplant.easternie@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-105,CO2,ESB,Mobile Office,"ESB, มาบตาพุด IE",,Active,sccoplant.marbtapudindustrialestate@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-106,Dry Chemical,ESB,Mixer,"ESB, มาบตาพุด IE",,Active,sccoplant.marbtapudindustrialestate@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-107,CO2,ESB,Mobile Office,"ESB, มาบตาพุดไออี3",,Active,sccoplant.marbtapudindustrialestate3@inseegroup.onmicrosoft.com
office,extinguisher,thailand,th,OFFICE-ESB-108,CO2,ESB,Mobile office,"ESB, ศรีราชา",,Active,SCCOPlant.Siracha@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-109,Dry Chemical,ESB,Mixer,"ESB, ศรีราชา",,Active,SCCOPlant.Siracha@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-110,CO2,ESB,Mobile Office,"ESB, ระยอง 2",,Active,sccoplant.rayong2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-111,Dry Chemical,ESB,Mixer,"ESB, ระยอง 2",,Active,sccoplant.rayong2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-112,CO2,ESB,Mobile office,"ESB, ระยอง 3",,Active,SCCOPlant.Rayong3@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-113,Dry Chemical,ESB,Mixer,"ESB, ระยอง 3",,Active,SCCOPlant.Rayong3@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-114,CO2,ESB,Mobile office,"ESB, หน่วยอมตะซิตี้2",,Active,SCCOPlantAmataCity2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-115,CO2,ESB,Mobile office,"ESB, หน่วยอมตะซิตี้3",,Active,SCCOPlantAmataCity3@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-116,CO2,ESB,Mobile Office,"ESB, เหมราช1",,Active,SCCOPlant.HemmarajIE@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-117,Dry Chemical,ESB,Mixer,"ESB, เหมราช1",,Active,SCCOPlant.HemmarajIE@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-118,CO2,ESB,Mobile Office,"ESB, เหมราช2",,Active,sccoplanthemmarajie2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-119,Dry Chemical,ESB,Mixer,"ESB, เหมราช2",,Active,sccoplanthemmarajie2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-NE-120,CO2,NE,Mobile Office,"NE, นครราชสีมา 1",,Active,sccoplant.nakhonratchasima1@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-NE-121,Dry Chemical,NE,Mixer,"NE, นครราชสีมา 1",,Active,sccoplant.nakhonratchasima1@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-NE-122,CO2,NE,Mobile office,"NE, นครราชสีมา 2",,Active,sccoplant.nakhonratchasima2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-NE-123,Dry Chemical,NE,Mixer,"NE, นครราชสีมา 2",,Active,sccoplant.nakhonratchasima2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-NE-124,CO2,NE,Mobile office,"NE, นครราชสีมา3",,Active,SCCOPlant.Nakornratchasima3@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-NE-125,Dry Chemical,NE,Mixer,"NE, นครราชสีมา3",,Active,SCCOPlant.Nakornratchasima3@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-NE-126,CO2,NE,Mobile Office,"NE, นครราชสีมา 4",,Inactive,sccoplant.nakornratchasrima4@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-NE-127,Dry Chemical,NE,Mixer,"NE, นครราชสีมา 4",,Inactive,sccoplant.nakornratchasrima4@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-NE-128,CO2,NE,Mobile Office,"NE, สูงเนิน C.348",,Active,sccoplant.sungnoen@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-NE-129,Dry Chemical,NE,Mixer,"NE, สูงเนิน C.348",,Active,sccoplant.sungnoen@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-130,CO2,West,Mobile office,"West, มหาชัย",,Active,sccoplant.mahachai@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-131,Dry Chemical,West,Mixer,"West, มหาชัย",,Active,sccoplant.mahachai@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-132,CO2,West,Mobile office,"West, นาดี",,Active,sccoplant.nadee@inseegroup.onmicrosoft.com
office,extinguisher,thailand,th,OFFICE-West-133,Dry Chemical,West,Mixer,"West, นาดี",,Active,sccoplant.nadee@inseegroup.onmicrosoft.com
office,extinguisher,thailand,th,OFFICE-West-134,CO2,West,Mobile office,"West, นครชัยศรี",,Active,SCCOPlant.Nakornchaisri@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-135,Dry Chemical,West,Mixer,"West, นครชัยศรี",,Active,SCCOPlant.Nakornchaisri@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-136,CO2,West,Mobile Office,"West, หนองโพ",,Active,sccoplant.nongpho@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-137,Dry Chemical,West,Mixer,"West, หนองโพ",,Active,sccoplant.nongpho@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-138,Dry Chemical,West,ห้องแลป,"West, หนองโพ",,Active,sccoplant.nongpho@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-139,CO2,West,Mobile Office,"West, พุทธมณฑล",,Active,SCCOPlant.Phutthamonthon@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-140,Dry Chemical,West,Mixer,"West, พุทธมณฑล",,Active,SCCOPlant.Phutthamonthon@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-141,Dry Chemical,West,Mixer,"West, พิกุลทอง",,Active,SCCOPlant.Pikulthong@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-142,CO2,West,Mobile Office,"West, พิกุลทอง",,Active,SCCOPlant.Pikulthong@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-143,Co2,West,Mobile Office,"West, กระทุ่มแบน",,Active,SCCOPlant.Krathumban@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-144,Dry Chemical,West,Mixer,"West, กระทุ่มแบน",,Active,SCCOPlant.Krathumban@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-North-145,Dry Chemical,North,Mixer,"North, เชียงใหม่ 3",,Active,SCCOPlant.Chiangmai3@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-North-146,Co2,North,บันไดเครื่องจักร,"North, เชียงใหม่ 3",,Active,SCCOPlant.Chiangmai3@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-North-147,Dry Chemical,North,Mixer,"North, ดอยสะเก็ด",,Active,SCCOPlant.Doisaket@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-North-148,CO2,North,Mobile office,"North, ดอยสะเก็ด",,Active,SCCOPlant.Doisaket@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-North-149,Co2,North,Mobile office,"North, ลำพูน",,Active,sccoplant.lumphun1@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-North-150,Dry Chemical,North,Mobile office,"North, ลำพูน",,Active,sccoplant.lumphun1@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-North-151,CO2,North,Mobile Office,"North, แม่ริม",,Active,sccoplant.maerim@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-North-152,Dry Chemical,North,Mixer,"North, แม่ริม",,Active,sccoplant.maerim@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-North-153,CO2,North,Mobile office,"North, สารภี",,Active,sccoplant.saraphi@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-North-154,Dry Chemical,North,Mixer,"North, สารภี",,Active,sccoplant.saraphi@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-North-155,Dry Chemical,North,Mixer,"North, เชียงใหม่ 2",,Active,SCCOPlant.Chiangmai2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-North-156,Dry Chemical,North,ทางขึ้นเครื่องจักร,"North, เชียงใหม่ 2",,Active,SCCOPlant.Chiangmai2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-North-157,CO2,North,Mobile Office,"North, เชียงใหม่ 2",,Active,SCCOPlant.Chiangmai2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-South-158,CO2,South,Mobile Office,"South, รัษฎา 2",,Active,SCCOPlant.Ratsada2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-South-159,Dry Chemical,South,Mixer,"South, รัษฎา 2",,Active,SCCOPlant.Ratsada2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-South-160,CO2,South,Mobile Office,"South, รัษฎา 2",,Active,SCCOPlant.Ratsada2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-South-161,Dry Chemical,South,Mixer,"South, รัษฎา 2",,Active,SCCOPlant.Ratsada2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-South-162,CO2,South,Mobile Office,"South, ถลาง",,Active,sccoplant.thalang@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-South-163,Dry Chemical,South,Mixer,"South, ถลาง",,Active,sccoplant.thalang@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-South-164,Dry Chemical,South,Lab,"South, ถลาง",,Active,sccoplant.thalang@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-MBSP-165,CO2,MB & SP,Mobile Office,"MB & SP, HSRC3-3 Sikhio",,Active,sccoplant.HSR3-3SegmnentSikhio@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-MBSP-166,Dry Chemical,MB & SP,Mixer,"MB & SP, HSRC3-3 Sikhio",,Active,sccoplant.HSR3-3SegmnentSikhio@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-MBSP-167,CO2,MB & SP,Mobile Office,"MB & SP, HSRC3-3 ปากช่อง",,Active,sccoplant.HSR3-3Pakchong@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-MBSP-168,Dry Chemical,MB & SP,Mixer,"MB & SP, HSRC3-3 ปากช่อง",,Active,sccoplant.HSR3-3Pakchong@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-MBSP-169,HFC-236fa,MB & SP,Mobile Office,"MB & SP, HSRC4-7 Saraburi",,Active,sccoplant.HSR4-7Saraburi@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-MBSP-170,HFC-236fa,MB & SP,Mixer,"MB & SP, HSRC4-7 Saraburi",,Active,sccoplant.HSR4-7Saraburi@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-171,CO2,ESB,Mobile Office,"MB & SP, Mobile Fleet1",,Active,sccoplant.mobilefleet1@inseegroup.onmicrosoft.com
office,extinguisher,thailand,th,OFFICE-ESB-172,Dry Chemical,ESB,หน้าห้องโหลด,"MB & SP, Mobile Fleet2",,Inactive,sccoplant.mobilefleet2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-173,CO2,ESB,Mobile Office,"MB & SP, Mobile Fleet2",,Inactive,sccoplant.mobilefleet2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-174,Dry Chemical,ESB,Mixer,"MB & SP, Mobile Fleet2",,Inactive,sccoplant.mobilefleet2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-175,Dry Chemical,ESB,เครื่องGEN,"MB & SP, Mobile Fleet2",,Inactive,sccoplant.mobilefleet2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-ESB-176,CO2,ESB,ห้องพัก พจส,"MB & SP, Mobile Fleet2",,Inactive,sccoplant.mobilefleet2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-NBKK-178,CO2,NBKK,Mobile Office,"NBKK, วังน้อย",,Active,sccoplant.wangnoi@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-NBKK-179,Dry Chemical,NBKK,Mixer,"NBKK, วังน้อย",,Active,sccoplant.wangnoi@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-MBSP-180,Dry Chemical,MB & SP,Mixer,"MB & SP, พระพุทธบาท",,Active,SCCOPlant.PhraPhutthabat@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-MBSP-181,CO2,MB & SP,Mobile Office,"MB & SP, พระพุทธบาท",,Active,SCCOPlant.PhraPhutthabat@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-Pathumtani-182,HFC-236fa,Pathumtani,Lobby,"SCCO Office, Pathumtani",,Active,jaruek.beadnok@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-Pathumtani-183,HFC-236fa,Pathumtani,F&C,"SCCO Office, Pathumtani",,Active,jaruek.beadnok@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-Pathumtani-184,HFC-236fa,Pathumtani,Kitchen,"SCCO Office, Pathumtani",,Active,jaruek.beadnok@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-Pathumtani-185,HFC-236fa,Pathumtani,Hot seat 1,"SCCO Office, Pathumtani",,Active,jaruek.beadnok@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-Pathumtani-186,HFC-236fa,Pathumtani,Hot seat 2,"SCCO Office, Pathumtani",,Active,jaruek.beadnok@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-Pathumtani-187,HFC-236fa,Pathumtani,CDS,"SCCO Office, Pathumtani",,Active,jaruek.beadnok@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-Pathumtani-188,HFC-236fa,Pathumtani,CDS Photocopying room,"SCCO Office, Pathumtani",,Active,jaruek.beadnok@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-Pathumtani-189,HFC-236fa,Pathumtani,ทางออก Canteen,"SCCO Office, Pathumtani",,Active,jaruek.beadnok@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-Pathumtani-190,HFC-236fa,Pathumtani,Canteen,"SCCO Office, Pathumtani",,Active,jaruek.beadnok@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-Pathumtani-191,HFC-236fa,Pathumtani,Kitchen,"SCCO Office, Pathumtani",,Active,jaruek.beadnok@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-Pathumtani-192,HFC-236fa,Pathumtani,Toilet,"SCCO Office, Pathumtani",,Active,jaruek.beadnok@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-193,HFC-236fa,West,Mobile Office,"West, ท่าจีน",,Active,sccoplant.thachin@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-194,HFC-236fa,West,Mixer,"West, ท่าจีน",,Active,sccoplant.thachin@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-MBSP-195,HFC-236fa,MB & SP,Mobile Office,"MB & SP, HSRC4-7#2 Saraburi",,Active,sccoplant.HSR4-7Saraburi@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-MBSP-196,HFC-236fa,MB & SP,Mixer,"MB & SP, HSRC4-7#2 Saraburi",,Active,sccoplant.HSR4-7Saraburi@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-MBSP-197,CO2,MB & SP,Mobile Office,"MB & SP, Mobile Fleet3",,Active,sccoplant.mobilefleet3@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-MBSP-198,Dry Chemical,MB & SP,Mixer,"MB & SP, Mobile Fleet3",,Active,sccoplant.mobilefleet3@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-EBKK-199,Dry Chemical,EBKK,หน้าห้องประชุม,"EBKK, Office Bangna",,Active,sccoplant.bangna2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-North-200,Dry Chemical,North,Mixer,"North, สันทราย",,Active,sccoplant.sansai@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-North-201,CO2,North,Mobile Office,"North, สันทราย",,Active,sccoplant.sansai@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-202,HFC-236fa,West,Mobile Office,"West, ท่าจีน 2",,Active,sccoplant.thachin2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-West-203,HFC-236fa,West,Mixer,"West, ท่าจีน 2",,Active,sccoplant.thachin2@siamcitycement.com
office,extinguisher,thailand,th,OFFICE-IBKK-204,CO2,IBKK,Mobile Office,"IBKK, บางหญ้าแพรก",,Active,SCCOPLANT.BANGYAPHRAEK@SIAMCITYCEMENT.COM
office,extinguisher,thailand,th,OFFICE-IBKK-205,Dry Chemical,IBKK,Mixer,"IBKK, บางหญ้าแพรก",,Active,SCCOPLANT.BANGYAPHRAEK@SIAMCITYCEMENT.COM
office,extinguisher,thailand,th,OFFICE-C309-H-01,Harness,IBKK,111IB01,"C309, หน่วยผลิตรามอินทรา 3",,Active,
office,extinguisher,thailand,th,OFFICE-C363-H-01,Harness,IBKK,111IB05,"C363, หน่วยผลิตเกษตรนวมินทร์ 1",,Active,
office,extinguisher,thailand,th,OFFICE-C397-H-01,Harness,IBKK,111WB09,"C397, หน่วยผลิตวงศ์สว่าง",,Active,
office,extinguisher,thailand,th,OFFICE-C422-H-01,Harness,IBKK,111IB06,"C422, หน่วยผลิตพระราม 9 (3)",,Active,
office,extinguisher,thailand,th,OFFICE-C423-H-01,Harness,IBKK,111NB08,"C423, หน่วยผลิตหลักสี่",,Active,
office,extinguisher,thailand,th,OFFICE-C442-H-01,Harness,IBKK,111PR13,"C442, หน่วยผลิตเกษตรนวมินทร์ 2",,Active,
office,extinguisher,thailand,th,OFFICE-C443-H-01,Harness,IBKK,111IB12,"C443, หน่วยผลิตมีนบุรี",,Active,
office,extinguisher,thailand,th,OFFICE-C455-H-01,Harness,IBKK,111IB13,"C455, หน่วยผลิตพระราม 9 (5)",,Active,
office,extinguisher,thailand,th,OFFICE-C457-H-01,Harness,IBKK,111IB14,"C457, หน่วยผลิตพระราม 9 (4)",,Active,
office,extinguisher,thailand,th,OFFICE-C477-H-01,Harness,IBKK,111IB18,"C477, หน่วยผลิตบางจาก",,Active,
office,extinguisher,thailand,th,OFFICE-C492-H-01,Harness,IBKK,111IB21,"C492, หน่วยผลิตบางหญ้าแพรก",,Active,
office,extinguisher,thailand,th,OFFICE-C307-H-01,Harness,NBKK,111NB01,"C307, หน่วยผลิตคูคต",,Active,
office,extinguisher,thailand,th,OFFICE-C319-H-01,Harness,NBKK,111NB04,"C319, หน่วยผลิตนวนคร",,Active,
office,extinguisher,thailand,th,OFFICE-C343-H-01,Harness,NBKK,111NB02,"C343, หน่วยผลิตธัญบุรี",,Active,
office,extinguisher,thailand,th,OFFICE-C356-H-01,Harness,NBKK,111NB05,"C356, หน่วยผลิตวังน้อย",,Active,
office,extinguisher,thailand,th,OFFICE-C358-H-01,Harness,NBKK,111NB03,"C358, หน่วยผลิตลำลูกกา",,Active,
office,extinguisher,thailand,th,OFFICE-C390-H-01,Harness,NBKK,111NB06,"C390, หน่วยผลิตพฤกษา 3",,Active,
office,extinguisher,thailand,th,OFFICE-C398-H-01,Harness,NBKK,111NB06,"C398, หน่วยผลิตพฤกษา 4",,Active,
office,extinguisher,thailand,th,OFFICE-C400-H-01,Harness,NBKK,111NB06,"C400, หน่วยผลิตพฤกษา 5",,Active,
office,extinguisher,thailand,th,OFFICE-C430-H-01,Harness,NBKK,111NB09,"C430, หน่วยผลิตพฤกษา 6",,Active,
office,extinguisher,thailand,th,OFFICE-C431-H-01,Harness,NBKK,111NB09,"C431, หน่วยผลิตพฤกษา 7",,Active,
office,extinguisher,thailand,th,OFFICE-C438-H-01,Harness,NBKK,111WB12,"C438, หน่วยผลิตปทุมธานี",,Active,
office,extinguisher,thailand,th,OFFICE-C483-H-01,Harness,NBKK,111NB14,"C483, หน่วยผลิต GEL เชียงรากน้อย",,Active,
office,extinguisher,thailand,th,OFFICE-C301-H-01,Harness,EBKK,111EB01,"C301, หน่วยผลิตบางนา 2 ",,Active,
office,extinguisher,thailand,th,OFFICE-C302-H-01,Harness,EBKK,111EB03,"C302, หน่วยผลิตบางบ่อ ",,Active,
office,extinguisher,thailand,th,OFFICE-C305-H-01,Harness,EBKK,111EB02,"C305, หน่วยผลิตกิ่งแก้ว ",,Active,
office,extinguisher,thailand,th,OFFICE-C318-H-01,Harness,EBKK,111EB12,"C318, หน่วยผลิตคลองสุวรรณภูมิ",,Active,
office,extinguisher,thailand,th,OFFICE-C345-H-01,Harness,EBKK,111EB06,"C345, หน่วยผลิตบางเสาธง ",,Active,
office,extinguisher,thailand,th,OFFICE-C362-H-01,Harness,EBKK,111IB11,"C362, หน่วยผลิตสวนหลวง",,Active,
office,extinguisher,thailand,th,OFFICE-C365-H-01,Harness,EBKK,111EB08,"C365, หน่วยผลิตวงแหวนใต้ 2 ",,Active,
office,extinguisher,thailand,th,OFFICE-C429-H-01,Harness,EBKK,111EB10,"C429, หน่วยผลิตบางปู 2",,Active,
office,extinguisher,thailand,th,OFFICE-C434-H-01,Harness,EBKK,111EA21,"C434, หน่วยผลิตเอเซียไออีสุวรรณภูมิ",,Active,
office,extinguisher,thailand,th,OFFICE-C449-H-01,Harness,EBKK,111EB13,"C449, หน่วยผลิตลาดกระบัง 2",,Active,
office,extinguisher,thailand,th,OFFICE-C311-H-01,Harness,WBKK,111WB02,"C311, หน่วยผลิตบางใหญ่",,Active,
office,extinguisher,thailand,th,OFFICE-C314-H-01,Harness,WBKK,111WB05,"C314, หน่วยผลิตราษฎร์บูรณะ ",,Active,
office,extinguisher,thailand,th,OFFICE-C340-H-01,Harness,WBKK,111WB01,"C340, หน่วยผลิตบางบัวทอง",,Active,
office,extinguisher,thailand,th,OFFICE-C344-H-01,Harness,WBKK,111WB03,"C344, หน่วยผลิตบางขุนเทียน",,Active,
office,extinguisher,thailand,th,OFFICE-C357-H-01,Harness,WBKK,111WB04,"C357, หน่วยผลิตบางกรวย",,Active,
office,extinguisher,thailand,th,OFFICE-C359-H-01,Harness,WBKK,111WB06,"C359, หน่วยผลิตปากเกร็ด",,Active,
office,extinguisher,thailand,th,OFFICE-C388-H-01,Harness,WBKK,111WB07,"C388, หน่วยผลิตราชพฤกษ์",,Active,
office,extinguisher,thailand,th,OFFICE-C415-H-01,Harness,WBKK,111WB10,"C415, หน่วยผลิตแจ้งวัฒนะ 3",,Active,
office,extinguisher,thailand,th,OFFICE-C453-H-01,Harness,WBKK,111NB10,"C453, หน่วยผลิต 345 Highway",,Active,
office,extinguisher,thailand,th,OFFICE-C464-H-01,Harness,WBKK,111WB14,"C464, หน่วยผลิตพระประแดง",,Active,
office,extinguisher,thailand,th,OFFICE-C346-H-01,Harness,ESB,111EA04,"C346, หน่วยผลิตมาบตาพุด IE 1",,Active,
office,extinguisher,thailand,th,OFFICE-C347-H-01,Harness,ESB,111EA05,"C347, หน่วยผลิตอมตะนคร 1",,Active,
office,extinguisher,thailand,th,OFFICE-C352-H-01,Harness,ESB,111EA07,"C352, หน่วยผลิตระยอง 2",,Active,
office,extinguisher,thailand,th,OFFICE-C354-H-01,Harness,ESB,111EA08,"C354, หน่วยผลิตอมตะซิตี้ 1",,Active,
office,extinguisher,thailand,th,OFFICE-C374-H-01,Harness,ESB,111EA13,"C374, หน่วยผลิตอมตะซิตี้ 2",,Active,
office,extinguisher,thailand,th,OFFICE-C382-H-01,Harness,ESB,111EA15,"C382, หน่วยผลิตเหมราช IE 1",,Active,
office,extinguisher,thailand,th,OFFICE-C385-H-01,Harness,ESB,111EA04,"C385, หน่วยผลิตมาบตาพุด IE 3",,Active,
office,extinguisher,thailand,th,OFFICE-C399-H-01,Harness,ESB,111EA15,"C399, หน่วยผลิตเหมราช IE 2",,Active,
office,extinguisher,thailand,th,OFFICE-C407-H-01,Harness,ESB,111EA14,"C407, หน่วยผลิตบ้านโพธิ์",,Active,
office,extinguisher,thailand,th,OFFICE-C409-H-01,Harness,ESB,111EA12,"C409, หน่วยผลิตอมตะซิตี้ 3",,Active,
office,extinguisher,thailand,th,OFFICE-C420-H-01,Harness,ESB,111EA11,"C420, หน่วยผลิตระยอง 3",,Active,
office,extinguisher,thailand,th,OFFICE-C445-H-01,Harness,ESB,111EA16,"C445, หน่วยผลิตศรีราชา",,Active,
office,extinguisher,thailand,th,OFFICE-EBKK-206,CO2,EBKK,Mobile Office,"EBKK, บางปู4",,Active,SCCOPLANT.BANGPU4@SIAMCITYCEMENT.COM
office,extinguisher,thailand,th,OFFICE-EBKK-207,Dry Chemical,EBKK,Mixer,"EBKK, บางปู4",,Active,SCCOPLANT.BANGPU4@SIAMCITYCEMENT.COM
